Industry_Type,Year,Energy_Consumption_MWh,Fuel_Consumption_Tons,Production_Output_Tons,Renewable_Energy_Percentage,Operating_Hours,Emission_Control_Index,Carbon_Emissions_tCO2
Textile,2023,49589.12,7682.99,2978.91,2.14,3363,6.15,38394.08
Paper,2012,46414.29,4592.78,6516.8,16.78,1839,1.14,30182.55
Power,2011,15732.35,6339.81,91915.82,21.3,3510,9.03,19091.54
Cement,2004,6023.9,5441.8,13163.95,2.21,4769,9.29,13479.52
Power,2009,42068.35,617.83,62471.82,52.96,5687,7.6,17259.58
Cement,2023,49859.93,7453.77,62345.39,50.87,3887,5.2,36176.46
Paper,2008,14984.14,1806.38,87103.3,15.09,4043,3.29,9718.5
Steel,2019,18210.35,414.87,57692.76,48.15,2631,7.7,6257.37
Automobile,2006,47110.84,4566.56,43967.13,47.77,2405,9.39,28208.71
Paper,2001,35700.91,8669.81,97463.7,20.1,7115,2.43,34043.39
Power,2021,15134.1,1593.21,23652.73,41.82,5245,5.19,8019.81
Textile,2023,29261.8,227.29,27009.08,17.39,7495,3.84,12511.45
Textile,2022,47239.36,1188.79,9392.2,4.22,3489,4.21,23199.05
Chemical,2006,40684.75,3700.23,97556.36,30.29,5490,4.65,24679.04
Cement,2007,37220.72,5843.7,70929.66,26.3,4436,9.57,27405.06
Power,2006,36981.32,2010.82,2197.61,8.29,1005,3.33,20334.2
Chemical,2020,9312.01,8039.44,70727.09,29.43,3581,5.43,20048.37
Power,2022,41321.72,7557.64,41009.48,56.96,1219,9.56,31795.98
Cement,2013,14167.87,6989.05,96787.42,43.88,3918,5.28,19362.65
Paper,2018,46553.15,4925.95,28461.36,44.33,1011,8.77,28960.41
Paper,2004,18549.68,3715.65,71318.35,45.45,3842,1.53,14520.19
Textile,2022,42954.19,3818.31,63115.98,44.68,6504,9.58,24792.87
Paper,2024,13678.56,5080.4,2192.95,1.19,7847,2.69,16961.83
Paper,2017,25969.08,865.42,88636.48,55.48,1457,9.82,10192.41
Steel,2019,5790.82,6854.82,14821.65,49.81,3272,2.58,15384.47
Textile,2011,33175.89,3579.92,66695.29,16.47,7479,5,21546.17
Chemical,2022,41885.92,2325.11,77779.3,33.16,1166,3.78,22183.91
Automobile,2016,36063.14,2855.44,63461.84,36.9,6957,4.9,20446.38
Steel,2012,26401.3,1884.91,10614.27,7.92,2973,3.25,15320.59
Chemical,2001,2733.24,9025.52,97542.73,15.24,2944,9.69,19313.7
Cement,2024,46705.33,1773.47,24444.97,1.4,7641,3.75,24413.03
Steel,2012,35421.73,8840.97,63158.61,51.84,3195,6.88,32490.71
Chemical,2006,37420.28,5765.21,79920.63,1.49,5131,2.24,29194.19
Cement,2009,39836.69,8687.76,93984.36,19.12,4828,8.42,35264.38
Textile,2022,37513.3,4793.24,60797.04,4.69,6085,5.88,26532.91
Automobile,2005,22335.25,9283.57,26646.36,46.88,7451,9.82,27421.12
Cement,2002,36814.28,2193.76,83827.26,55.5,5737,4.81,18595.5
Paper,2002,31438.83,5591.45,17158.78,33.77,1239,2.76,24766.66
Power,2017,42773.81,1345.8,3205.96,8.37,1916,4.11,21380.97
Cement,2010,40221.76,4527.48,90906.74,33.49,3952,7.63,25805.05
Cement,2021,2548.03,5742.05,57963.51,46.22,4438,6.93,11098.72
Automobile,2019,19254.91,6096.18,7894.51,43.1,1855,8.01,19391.11
Power,2004,2218.45,3718.74,58393.21,44.5,7447,1.66,7200.33
Paper,2018,5552.71,855.72,15356.4,16.75,3664,6.22,2964.9
Chemical,2021,30269.83,6587.73,4107.21,4.42,4238,9.39,26810.83
Chemical,2018,43754.18,4935.48,12535.88,8.94,1553,1.97,29953.44
Cement,2014,6431.33,1455.1,77735.64,57.33,3813,1.85,3580.12
Power,2015,22828.92,9365.17,75810.43,36.81,2885,7.45,28509.99
Power,2023,45588.51,9561.12,60827.5,43.67,6420,3.84,39341.69
Paper,2008,40807.9,8580.4,21723.5,53.94,3945,6.93,34251.24
Automobile,2003,26223.56,8454.3,74157.74,51.17,2228,5.91,27644.06
Textile,2014,38692.79,1076.85,41396.48,13.1,1194,9.87,18072.43
Chemical,2024,26373.34,9934.86,51564.61,3.48,4687,9,32505.5
Automobile,2011,8325.57,4063.77,89866.43,55.51,6994,7.1,9614.4
Steel,2022,6674.44,1714.9,46327.89,58.9,2425,3.36,4017.08
Chemical,2002,9824.23,8139.81,63010.25,34.04,4819,3.36,20563.69
Automobile,2022,17870.64,2334.73,96213.4,53.3,3693,8.94,9973.39
Chemical,2013,46561.2,5309.14,45687.6,13.91,7395,6.27,31323.85
Textile,2016,40084.08,1367.36,56512.06,6.66,4753,8.1,19807.63
Steel,2018,21923.68,4798.99,58857.05,29.99,2971,5.05,18617.83
Textile,2005,24907.3,5625.6,24830.44,48.67,6402,1.93,21406.21
Paper,2003,13647.67,4514.65,73955.28,39.28,7350,3.99,14023.68
Steel,2006,35365.47,787.92,72937.07,38.24,1499,2.45,15824.29
Cement,2018,40236.9,4900.9,22142.12,1.05,6262,8.04,27881.78
Automobile,2016,12325.78,4742.53,2320.47,19.05,5114,7.3,14342.17
Steel,2024,2570.17,2690.04,99895.22,56.37,4773,1.8,4603.86
Paper,2015,31382.5,9223.86,58577.19,8.06,4647,6.59,33301.42
Paper,2014,28344.35,4236.14,18922.17,43.58,3866,8.87,19266.87
Textile,2021,20405.49,8654.75,29072.98,45.56,1686,7.28,25526.92
Chemical,2007,32372.75,1185.67,62161.41,43.97,3067,5.6,14745.41
Steel,2018,27755.36,3256.89,14623.94,59.36,6907,3.81,16823.47
Automobile,2007,12903.79,1845.68,4690.78,24.55,4921,8.98,7807.6
Steel,2017,20187.58,4143.27,80049.5,40.93,1447,4.81,15985.21
Power,2015,21691.62,1205.2,71868.78,11.62,2766,8.7,10903.87
Chemical,2019,44072.28,4466.24,31650.56,23.98,2124,8.05,27733.05
Automobile,2018,48064.76,3603.32,6790.65,29.49,7882,8.35,27374.85
Automobile,2009,44703.57,2310.82,49140.82,12.89,1293,9.91,23495.61
Cement,2016,36099.31,6457.58,28342.44,54.41,6669,7.74,27346.17
Textile,2012,29457.14,9514.02,40380.14,42.97,5160,1.31,32310.56
Cement,2012,34618.45,2150.42,28122.97,17.03,3546,2.85,19286.03
Automobile,2006,46985.91,7146.73,18351.49,8.1,1075,1.32,36384.07
Chemical,2009,12874.94,7449.57,39311.99,17.27,4775,2.71,21166.78
Steel,2001,26988.47,5031.39,96524.52,37.38,3682,1.55,21532.67
Steel,2003,34635.6,8986.92,27356.56,49.58,4196,5.51,32712.84
Chemical,2024,34122.73,9667.26,34260.7,30.19,3074,1.25,35265.6
Automobile,2005,12987.81,3686.24,33594.96,6.15,6734,5.25,13078.24
Paper,2023,29543.21,6545.23,48548.59,14.96,2299,9.09,26004.75
Steel,2017,39897.7,6655.9,84507.05,20.71,6691,7.74,30839.74
Paper,2022,24016.41,4095.99,40810.14,38.17,3727,9.5,17151.76
Steel,2005,39768.25,3236.23,80808.65,14.8,5178,3.04,24058.62
Steel,2024,18314.19,9344.07,12386.2,14.04,7629,5.78,27543.14
Textile,2022,46968.63,7920.82,89595.81,17.17,4534,3.87,37410.49
Textile,2016,26929.46,1233.2,19345.1,35.55,3053,5.44,12756.5
Power,2013,29999.42,1286.85,4880.95,29.56,2699,6.01,14427.21
Cement,2023,2052.4,9233.17,16677.09,50.5,5463,1.33,19056.95
Chemical,2010,8928.32,905.96,19884.23,41.88,3518,3.1,3963.66
Chemical,2018,31830.23,6915.37,51341.91,40.01,2737,7.34,27056.22
Chemical,2001,21283.58,2344.91,45543.89,9.28,6568,7.96,13410.01
Power,2002,25654.11,448.33,71871.57,3.31,2930,6.13,11662.68
Textile,2010,3617.08,690.41,6044.16,30.6,7832,3.44,1509.79
Automobile,2005,41789.69,3797.87,50272.92,4.3,1369,4.65,26430.67
Paper,2013,39333.03,868.13,33914.65,21.84,4739,1.86,18512.95
Paper,2018,9675.02,6006.73,63439.93,1.57,5373,9.58,16356.17
Automobile,2015,31899.3,6507.82,5326.27,10.61,1339,8.82,27189.09
Power,2020,41006.6,3797.34,4458.55,6.62,3862,1.59,26351.52
Automobile,2021,32222.28,7454.49,43297.91,48.06,1613,2.5,28677.5
Chemical,2023,15864.71,4951.42,81322.61,20.77,2103,6.23,16453.84
Cement,2006,32977.5,4359.26,67438.31,4.73,4777,3.09,23870.25
Steel,2007,10917.86,4129.18,2653.9,15.93,1792,9.41,12230.83
Paper,2018,16253.62,4367.95,18668.74,40.97,7746,7.8,14348.82
Textile,2019,12383.45,9682.09,23446.41,44.74,1066,3.46,24668.35
Textile,2015,28067.79,6845.93,42882.83,7.19,5310,1.05,27277.95
Power,2021,5857.22,3220.58,59084.85,46.71,5511,8.2,6868.63
Textile,2006,46698.86,7365.21,22429.56,22.23,5647,4.82,35750.35
Chemical,2008,17008.86,3369.65,38868.91,40.76,4795,6.78,12623.22
Paper,2012,11339.02,1344.58,58810.4,40.29,6405,3.58,6019.44
Automobile,2000,25079.22,4806.07,38960.1,47.62,1570,2.29,19679.4
Chemical,2007,14211.39,7535.14,15173.77,41.83,1539,7.08,20449.63
Power,2023,26977.75,3838.83,49674.45,2.33,6356,5.05,19886.21
Chemical,2021,17751.2,8704.82,33075.43,31.17,1116,3.12,25517.44
Automobile,2003,7037.31,3930.83,86554.65,9.97,3198,2.24,11147.02
Cement,2002,13661.81,3563.41,77786.87,58.2,6202,6.22,10912.92
Power,2002,22202.77,9982.61,19837.23,15.35,6848,7.53,30435.39
Cement,2021,1999.51,4876.47,16110.94,25.21,4031,3.55,10193.61
Steel,2012,38646.81,8071.69,35419.99,11.8,4456,7.62,33762.38
Cement,2007,31280.32,8069.38,41805.28,8.08,6339,2.65,31187.58
Steel,2006,30267.3,9271.06,93269.8,36.06,6404,4.05,32088.22
Steel,2000,27529.47,940.46,30860.45,29.59,4051,7.7,12349.67
Cement,2015,29720.5,2785.08,86890.85,22.48,6873,6.94,17769.4
Power,2005,46765.27,7700.71,51025.62,5.13,3481,3.43,37369.13
Automobile,2006,924.18,5669.75,88676.75,44.16,3367,2.1,10870.93
Chemical,2011,2866.09,5640.19,70493.42,0.35,2634,1.38,13518.56
Chemical,2022,9978.92,1745.53,71130.51,27.46,1241,8.54,6207.48
Automobile,2008,8781.42,2883.41,52360.95,37.95,1464,1.68,8575.54
Paper,2010,9469.13,5261.21,84190.1,25.84,3250,2.03,14558.57
Paper,2009,33761.22,2844.1,26188.06,7.57,5644,3.14,20769.97
Steel,2020,23244.42,2181.8,90827.78,46.69,7901,5.01,12791.15
Steel,2000,49593.05,968.78,64040.81,19.44,6564,8.11,22697.39
Power,2017,11730.85,1641.69,44432.18,8.09,5953,3.23,8179.4
Textile,2003,15886.09,7711.79,98236.8,33.02,2878,5.89,22087.08
Cement,2004,49219.92,7215.91,86339.4,1.15,5881,1.81,37760.77
Steel,2008,41672.03,553.75,77430.08,19.44,5636,5.18,18571.46
Chemical,2016,23755.06,2112.51,28116.34,45.04,3534,2.6,13223.7
Power,2002,27952.55,5648.51,97400.33,54.76,2905,2.9,22466.97
Cement,2015,42237.31,3294.02,74555.76,35.5,4809,4.3,24317.63
Power,2004,24308.52,8250.17,60916.51,13.06,1571,7.85,27624.81
Cement,2015,10698.17,7871.39,92258.12,13.2,6605,7.7,20679.23
Cement,2002,41508,8926.65,17055.99,36.23,7983,4.73,36300.43
Automobile,2019,27119.74,5673.02,14762.59,24.41,3708,2.07,23459.73
Steel,2014,8075.61,3585.56,56807.63,10.64,7548,3.53,10673.06
Power,2002,25526.5,6100.04,6614.65,47.24,4641,5.55,22351.41
Power,2019,20953.57,982.45,66734.7,12.01,4504,8.82,10051.7
Automobile,2013,43903.71,194.9,24833.37,19.3,4619,9.71,18248.25
Chemical,2015,6739.74,269.23,12783.63,3.69,1656,6.74,2668.79
Chemical,2016,43822.89,4134.68,41540.09,42.08,4151,4.16,26634.2
Paper,2023,25854.45,2357.97,47129.01,16.52,1948,7.24,15292.44
Steel,2019,20516.04,1657.64,17878,13.97,5110,4.03,11836.63
Steel,2022,8517.38,6191.73,5111.99,18.2,4022,6.63,15931.03
Textile,2017,35190.49,9951.44,41991.5,52.45,6200,3.19,35248.09
Automobile,2017,46376.93,1859.76,76193.11,31.08,1306,3.4,23309.89
Chemical,2021,19081.18,5509.57,87545.78,9.47,1704,1.68,20127.19
Cement,2013,12458.46,1285.3,10657.28,46.47,5492,4.78,6001.57
Power,2017,27965.91,9348.94,52942.87,12.51,1677,6.56,31864.73
Steel,2014,39911.2,2988.38,27076.9,24.75,3912,8.1,22572.48
Power,2014,686.5,8795.56,38088.75,34.08,4993,8.29,17301.16
Power,2005,31753.18,2902.46,93410.74,35.07,1210,9.93,18079.94
Textile,2014,30027.54,8079.92,35855.4,4.14,5494,1.79,30907.82
Chemical,2017,16248.53,2172.88,37169.25,50.21,2396,5.44,9430.97
Steel,2003,22845.44,2998.62,21730.19,28.77,4460,5.69,15043.81
Power,2022,12724.68,2005.51,96041.82,59.36,5353,8.24,6775.03
Steel,2007,39599.34,2716.17,46192.25,43.05,3162,3.4,21665.28
Cement,2014,31909.48,8365.17,57468.82,59.55,5429,1.62,30186.24
Textile,2002,26869.23,6426.42,45863.64,27.21,5444,3.82,24682.48
Cement,2014,19930.05,4118.21,26038.99,8.45,3280,9.86,16507.38
Steel,2012,14923.53,9718.06,81230.85,43.64,5544,9.09,25258.92
Paper,2008,41225.46,4702.13,3818.65,46.67,4148,4.56,26482.14
Steel,2001,22844.68,9700.62,69334.1,51.17,5080,8.89,28507.87
Chemical,2023,25321.65,2046.21,59833.01,18.09,1827,1.29,15018
Power,2007,26281.02,9055.92,15283.78,30.64,3655,3.83,30064.28
Power,2019,22694.16,236.84,17424.6,51.45,3145,7.54,7770.62
Cement,2016,13176.38,5498.5,66263.33,51.88,7711,2.99,15592.07
Textile,2012,6456.85,4288.22,31901.74,1.54,4701,2.79,11943.27
Paper,2000,5377.59,5298.37,27308.07,40.26,5557,8.76,11414.73
Automobile,2001,37994.39,5579.1,6856.45,36.1,1499,6.54,27142.7
Power,2014,11564.63,3951.41,76881.83,5,3678,9.9,12509.19
Chemical,2011,3255.8,9982.16,88384.52,55.81,2061,2.21,20928.26
Cement,2013,39977.11,9767.42,82164.59,26.72,6361,4.21,37904.02
Cement,2024,8126.05,9621.28,47137.38,40.46,6170,3.8,22749.14
Automobile,2001,31444.73,9792.94,53861.68,52.97,4496,8.92,32505.4
Chemical,2017,17262.84,7950.82,24985.34,7.81,7094,3.3,24551.68
Textile,2021,6760.77,9887.05,18112.62,51.35,5222,4.18,22238.26
Chemical,2006,21016.81,8934.37,82477.12,43.46,2126,2.29,27099.98
Textile,2022,1233.04,4217.73,80036.07,50.38,2989,7.98,6861.07
Chemical,2024,42131.73,7869.29,77958.62,29.69,3524,3.14,34707.32
Chemical,2005,25918.15,9129.47,46872.57,2.01,4300,1.61,31474.4
Steel,2013,7388.42,7154.8,86586.27,40.23,3770,4.92,16865.75
Cement,2007,12230.53,4285.55,92696.97,22.47,7579,4.52,13490.75
Chemical,2021,22674.77,751.32,33506.09,24.14,6504,2.6,10578.95
Automobile,2001,9849.03,8116,23244.75,26.48,5180,2.2,20964.06
Chemical,2016,13795.66,9532.15,46962.04,29.57,2382,9.07,24907.58
Power,2004,26952.09,3688.39,18753.31,39.72,5881,1.61,18460.9
Cement,2013,41714.15,1603.87,88516.29,43.61,7170,1.89,20328.68
Power,2024,20391.06,3332.39,34461.06,46.61,5167,3.21,14257.64
Cement,2023,35990.28,5867.96,58041.01,40.3,4166,9.58,26343.54
Power,2019,43895.87,3237.6,59877.23,48.21,3635,1.77,24735.06
Chemical,2020,11206.9,6145.13,51983.8,7.33,6545,8.34,17268.39
Chemical,2020,40456,9671.84,16496.05,50.21,2029,9.03,36391.25
Steel,2021,37991.41,6740.27,99109.06,23.24,6209,4.4,30467.13
Automobile,2002,18168.4,3690.33,18087.72,31.73,6711,3.65,14587.31
Power,2004,49481.24,9363.95,75399.23,26.03,2618,7.1,40974.05
Textile,2015,13497.33,5699.79,79344.92,28.54,5247,7.32,16593.34
Steel,2017,13112.76,1370.89,15371.21,17.13,4628,8.02,7269.1
Power,2016,38726.83,5039.91,93383.19,10.2,2235,8.48,27089.28
Power,2010,22015.54,6571,49288.12,6.29,3630,3.42,23701.19
Steel,2016,16874.35,8398.72,63259.41,27.08,6382,7.18,24125.84
Chemical,2015,9343.81,9371.12,64576.42,7.52,4983,2.21,24255.18
Power,2022,38383.96,3242.42,50990.56,14.7,2405,5.6,23146.11
Chemical,2001,39422.93,1639.57,15060.18,8.02,7200,6.52,20244.17
Steel,2003,28544.92,830.9,75423.58,6.55,7569,2.46,14115.99
Chemical,2020,47887.02,7409.71,58596.8,52.95,6742,1.69,35529.72
Cement,2006,16249.08,7972.07,12749.38,40.44,5237,2.75,22903.04
Textile,2001,11371.14,4152.79,70331.87,55.43,7711,4.79,11461.15
Paper,2005,34034.61,4019.66,70573.56,38.64,2547,8.99,21534.43
Power,2016,38041.23,9546.95,55300.16,50.64,2884,5.79,35401.44
Automobile,2006,11632.85,9175.15,9964.33,33.32,6127,7.74,23158.51
Textile,2024,4292.23,2409.33,35911.76,27.76,6305,2.57,5813.23
Paper,2004,40620.57,7830,6041.49,31.71,6172,1.95,34002.86
Chemical,2004,48836.85,6264.73,48282.01,19.21,3184,3.16,34611.39
Power,2019,32411.28,1626.81,90738.27,39.48,7317,3.82,16126.46
Chemical,2015,14254.41,3632.03,1223.05,53.83,1218,5.93,11540.15
Cement,2018,49835.29,1856.98,27397.23,46.94,5350,8.93,23562.04
Steel,2008,44716.7,3022.04,80186.05,27.72,1811,4.83,25082.6
Power,2004,25912.34,6191.48,1976.22,57.24,1269,5.67,22311.81
Paper,2007,41353.4,3815.13,2007.17,59.13,6706,1.04,24512.32
Paper,2008,40883.12,4001.19,61471.04,29.59,7367,1.3,25860.42
Cement,2004,46772.55,5442.51,79130.78,51.88,5978,1.75,30735.97
Cement,2009,42125.73,963.52,77874.04,0.29,5699,7.29,20189.92
Power,2024,32362.12,7414.09,78178.22,4,4205,5.38,30068.35
Chemical,2001,30660.53,4076.92,36739.63,1.34,2186,2.74,22384.06
Automobile,2008,23634.19,4855.93,88389.69,46.39,2733,6.33,18703.23
Paper,2010,31511.04,9745.57,2270.72,4.79,5796,5.9,34720.62
Paper,2003,39863.22,3509.23,31906.68,1.02,3967,1.8,25401.96
Cement,2021,48467.36,6517.37,34381.58,8.85,1072,6.76,34983.33
Textile,2021,23630.72,3985.79,17391.54,18.38,5993,7.9,17719.36
Cement,2021,28895.83,8953.4,34286.37,27.88,7117,3.58,31155.8
Automobile,2001,22517.87,8482.89,59002.53,3.92,6042,7.19,27775.8
Chemical,2022,33590.19,2492.08,52507.65,29.94,5638,2.8,19064.56
Chemical,2005,31681.06,6948.28,32623.31,14.88,5061,7.81,28010.29
Textile,2013,1382.77,745.2,75183.42,16.46,1630,9.21,498.09
Paper,2000,27287.5,9635.54,71764.27,49.31,3842,4.98,30907.56
Cement,2017,4880.1,3555,28788.95,59.22,6603,3.2,7264.25
Chemical,2006,1805.99,8335.24,32999.61,27.83,1877,4.59,17486.22
Automobile,2000,39664.26,3252.47,29464.5,19.31,6374,3.25,23841.95
Power,2000,13303.17,6364.43,13756.27,55.89,1756,1.01,17631.37
Steel,2000,17362.43,9837.55,75525.38,30.03,3665,6.85,27432.5
Steel,2023,3672.19,8779.82,5581.37,43.82,5293,1.38,19049.69
Steel,2003,9385.26,1687.62,15907.47,24.82,2450,2.89,6596.53
Paper,2003,38397.44,5520.14,11425.15,12.15,3540,7.5,28037.16
Cement,2017,24929.78,3550.46,82708.56,39.29,1081,6.99,16619.01
Textile,2010,44093.09,4399.95,5356.84,39.89,2331,1.66,27726.98
Chemical,2000,20163.49,3418.31,66798.1,27.61,2722,6.94,14656.65
Power,2009,13800.69,3426,5402.99,16.2,7517,9.38,11973.91
Automobile,2008,17706.19,5471.28,78857.9,49.91,7644,1.67,17807.8
Power,2022,35782.2,2000.44,91358.69,16.52,1356,4.74,19273.36
Automobile,2003,27972.78,5420.21,49197.47,39.54,2319,7.56,22023.41
Paper,2005,45257.46,2861.76,80649.64,23.04,1579,7.01,24898.93
Cement,2015,30307.35,2960.93,70934.64,28.35,5395,3.04,18653.55
Steel,2001,24904.4,7413.61,79767.89,12.68,1645,2.47,26713.32
Cement,2022,39394.76,392.98,76910.74,38.97,7263,8.06,16066.2
Paper,2017,47402.93,3871.36,21331.42,13.55,3233,9.61,28153.11
Textile,2009,18114.37,4134.59,50456.34,29.14,3631,7.91,15132.76
Textile,2023,12868.87,4902.59,96081,19.71,4299,9.67,14627.89
Paper,2023,31002.76,6723.21,35009.76,57.82,1307,6.44,25656.7
Automobile,2016,25194.2,3759.9,97078.22,58.93,1233,9.36,16128.77
Chemical,2012,49464.69,2210.06,58733.01,45.21,2034,7.21,24447.64
Chemical,2023,23386.91,8860.24,46699.53,59.04,3222,9.18,26553.44
Automobile,2017,4179.41,9812.28,66117.99,6.81,3820,2.45,22901.35
Textile,2021,48879.77,298.15,81768.08,59.54,5738,8.34,19269.43
Textile,2012,42257.55,5510.02,40026.61,6.21,7017,2.77,30557.14
Textile,2016,9323.38,3482.85,4262.46,24.93,6121,1.25,10710.59
Cement,2004,45277.96,2842.2,71171.82,14.34,7904,5.66,25375.12
Textile,2010,17363.01,3423.49,95660.51,57.23,2735,3.86,12592.63
Power,2006,19167.04,6424.89,62873.68,38.15,5277,1.39,21067.13
Steel,2009,45366.38,1988.09,19653.03,35.83,1941,9.82,22177.07
Textile,2016,26740.72,9137.32,25576.01,59.85,1349,7,28901.43
Automobile,2014,7319.27,4714.53,91065.32,36.75,3686,9.12,11101.24
Steel,2017,18768.28,3323.21,2342.65,38.77,2405,9.99,13007.19
Cement,2022,36243.82,7678.76,55325.92,2.69,6316,4.53,32551.79
Automobile,2021,9122.12,261.83,16709.09,51.54,4627,3.29,2224.58
Steel,2018,29716.44,4375.34,28993.68,58.21,2545,2.65,20351.75
Automobile,2001,34916.07,3617.51,31391.18,57.62,5320,5.64,20689.15
Cement,2003,17520.75,3448.28,22708.99,13.27,2751,6.45,14165.75
Power,2002,34847.09,3437.01,79442.85,13.55,2746,5.25,22070.61
Cement,2006,44268.26,409.59,33888.71,21.96,5381,4.49,19404.62
Cement,2023,23869.78,1605.95,35203.01,18.61,2354,2.51,13228.89
Automobile,2017,19454.01,1504.66,45847.67,18.34,4632,4.98,10733.36
Paper,2009,12932.34,9887.24,90327.23,36.31,5288,1.77,25906.68
Chemical,2006,30408.17,319.44,69129.13,48.34,2168,8.79,11398.04
Textile,2007,44052.68,1754.03,7113.22,56.21,5766,1.42,21263.77
Textile,2005,16570.73,9744.33,4886.93,4.07,6957,4.43,28199.95
Power,2021,20113.66,6319.74,57072.53,16.68,5044,1.9,22059.38
Power,2000,20627.96,4561.6,88819,15.3,7835,7.97,17749.7
Textile,2003,28260.21,879.73,33001.9,21.45,3585,3.81,13337.3
Chemical,2013,11806.24,6729.65,25529.41,25.46,5707,2.02,18857.24
Textile,2016,41199.45,1464.25,75070.91,23.35,1900,5.78,20133.5
Paper,2019,15132.31,6744.74,60607.05,57.13,6742,9.25,18252.77
Chemical,2017,35415.45,9793.85,56937.71,26.23,4341,9.18,35332.62
Power,2010,25904.18,5366.53,15780.82,33.1,5146,3.25,21749.25
Steel,2020,29501.93,2219.44,18420.17,44.92,1127,7.48,15464.24
Automobile,2013,9390.63,6290.31,28896.99,43.51,2675,1.27,16171.67
Paper,2008,36883.65,5178,21477.05,34.98,2777,2.19,26327.24
Paper,2014,9836.72,5378.09,97173.03,51.65,6165,5.5,13532.32
Power,2011,6116.95,4833.26,2842.49,37.45,1233,3.06,11520.6
Power,2009,27560.64,6770.03,62979.58,52.49,3495,8.18,24215.15
Cement,2018,35610.21,5762.26,52242.28,18.17,1583,9.38,26849.17
Paper,2023,2976.77,9871.25,33001.87,7.92,2466,1.04,22614.7
Cement,2018,3935.07,8276.05,88871.28,49.17,1502,3.1,17639.29
Cement,2005,40232.62,2720.51,67346.1,22.95,7750,4.96,22576.6
Automobile,2019,40547.12,7284.99,99837.08,39.07,6017,6.07,31981.98
Cement,2023,12642.58,2221.57,17696.94,44.24,5380,9.24,7698.22
Chemical,2005,30953.8,7845.23,9698.92,19.6,2155,9.03,29321.12
Textile,2007,22437.41,1560.82,14800.33,30.31,7065,6.73,11510.64
Steel,2000,31818.45,4788.18,27659.81,53.7,2499,3.32,22305.9
Power,2021,43212.52,7927,42261.91,52.79,1935,8.05,33807.43
Chemical,2016,4452.89,2873.12,86397.73,44.96,3591,2.82,6187.86
Steel,2016,39010.23,8387.48,29075.58,45.76,1355,9.69,33013.86
Paper,2023,24904.94,6477.09,91609.09,53.86,2994,1.05,23176.42
Paper,2014,28424.28,4035.47,46827.86,44.18,6156,6.13,19166.16
Paper,2006,32869.6,4291.83,65059.93,20.38,6757,1.8,23202.15
Chemical,2018,46169.85,9267.32,27176.36,7.25,7281,4.67,40314.14
Chemical,2021,3307.64,2256.13,16445.37,25.31,2445,6.71,4634.32
Power,2024,1959.08,6964.29,87076.24,5.24,6564,7.21,15128.22
Textile,2022,9323.96,7102.21,11841.11,6.95,3659,8.07,18574.24
Cement,2002,49329.16,9232.25,77628.11,57.01,6364,6.34,39467.87
Paper,2021,35896.28,7160.33,58517.45,40.55,6658,3.26,29892.85
Automobile,2010,30924.74,5886.23,86252.64,51.1,4280,9,23741.84
Textile,2019,2828.43,9034.97,72064.02,38.57,4974,8.3,18610.93
Automobile,2018,44015.96,8308.41,28884.75,25.11,3504,2.44,36788.48
Power,2008,40731.46,7196.09,57868.33,1.51,3146,8.44,33087.35
Power,2009,33407.6,422.53,2294.29,57.35,2210,9.75,12498.99
Power,2001,17286.98,3797.85,48046.62,4.26,7179,6.73,15156.41
Steel,2000,3990,6355.71,9515.35,36.61,1629,3.54,13888.86
Automobile,2015,29211.91,5270.28,43465.55,6.13,3717,6.46,23719.58
Textile,2017,36124.88,3261.25,11851.57,17.05,6598,4.08,22259.35
Textile,2022,5164.9,1529.8,95592.5,11.15,5882,7.08,4394.16
Chemical,2016,31871.5,5574.67,52783.73,33.22,7824,5.9,24569.65
Chemical,2005,14675.12,2930.58,91408.58,53.22,7198,9.37,9797.88
